title,company,role,city,work_mode,experience,exp_min,exp_max,exp_avg,salary,description,skills,url,combined_text,extracted_skills,skill_count,skills_list,extracted_skills_str
Machine Learning Engineer - 2,Parspec,ML Engineer,Bengaluru,On-site,4-7 Yrs,4,7,5.5,Not disclosed,We are seeking a talented and passionate Machine Learning Engineer to join our AI team...,"algorithms, python, natural language processing, scikit-learn, training, numpy, machine learning, artificial intelligence",https://www.naukri.com/job-listings-machine-learning-engineer-2-parspec-bengaluru-4-to-7-years-200825500099,"We are seeking a talented and passionate Machine Learning Engineer to join our AI team... algorithms, python, natural language processing, scikit-learn, training, numpy, machine learning, artificial intelligence",[],8,"['algorithms', 'python', 'natural language processing', 'scikit-learn', 'training', 'numpy', 'machine learning', 'artificial intelligence']","algorithms, python, natural language processing, scikit-learn, training, numpy, machine learning, artificial intelligence"
Machine Learning Engineer,Telloquent,ML Engineer,Bengaluru,On-site,2-5 Yrs,2,5,3.5,Not disclosed,Disclaimer: This job description has been sourced from a public domain and may have bee...,"algorithms, python, modeling, natural language processing, neural networks, data pipeline, machine learning, artificial intelligence",https://www.naukri.com/job-listings-machine-learning-engineer-telloquent-solutions-bengaluru-2-to-5-years-221125501533,"Disclaimer: This job description has been sourced from a public domain and may have bee... algorithms, python, modeling, natural language processing, neural networks, data pipeline, machine learning, artificial intelligence",[],8,"['algorithms', 'python', 'modeling', 'natural language processing', 'neural networks', 'data pipeline', 'machine learning', 'artificial intelligence']","algorithms, python, modeling, natural language processing, neural networks, data pipeline, machine learning, artificial intelligence"
Machine Learning Engineer,Openpixel Web Solutions,ML Engineer,Hyderabad,On-site,2-5 Yrs,2,5,3.5,Not disclosed,Disclaimer: This job description has been sourced from a public domain and may have bee...,"algorithms, python, modeling, natural language processing, neural networks, data pipeline, machine learning, artificial intelligence",https://www.naukri.com/job-listings-machine-learning-engineer-openpixel-web-solutions-hyderabad-2-to-5-years-301025503407,"Disclaimer: This job description has been sourced from a public domain and may have bee... algorithms, python, modeling, natural language processing, neural networks, data pipeline, machine learning, artificial intelligence",[],8,"['algorithms', 'python', 'modeling', 'natural language processing', 'neural networks', 'data pipeline', 'machine learning', 'artificial intelligence']","algorithms, python, modeling, natural language processing, neural networks, data pipeline, machine learning, artificial intelligence"
Machine Learning Engineer - Audio & Transformers (PyTorch),Jio,ML Engineer,Hyderabad,On-site,4-8 Yrs,4,8,6.0,35-40 Lacs PA,"Proven experience owning end-to-end ML systems, from research to production. Hands-on e...","asr, speech recognition, artificial intelligence, machine learning, pytorch, inference optimization, dl, torchsprint",https://www.naukri.com/job-listings-machine-learning-engineer-audio-transformers-pytorch-hirepage-solutions-hyderabad-hyderabad-gurugram-bengaluru-4-to-8-years-050226032903,"Proven experience owning end-to-end ML systems, from research to production. Hands-on e... asr, speech recognition, artificial intelligence, machine learning, pytorch, inference optimization, dl, torchsprint",[],8,"['asr', 'speech recognition', 'artificial intelligence', 'machine learning', 'pytorch', 'inference optimization', 'dl', 'torchsprint']","asr, speech recognition, artificial intelligence, machine learning, pytorch, inference optimization, dl, torchsprint"
Machine learning Engineer,Zero2ai,ML Engineer,Bengaluru,On-site,9-14 Yrs,9,14,11.5,Not disclosed,Responsibilities: . Bachelors Degree in a Quantitative discipline . Experience: . total...,"skill development, networking, data science, quantitative research, artificial intelligence, machine learning, wellness, big data",https://www.naukri.com/job-listings-machine-learning-engineer-zero2ai-bengaluru-9-to-14-years-250725502669,"Responsibilities: . Bachelors Degree in a Quantitative discipline . Experience: . total... skill development, networking, data science, quantitative research, artificial intelligence, machine learning, wellness, big data",[],8,"['skill development', 'networking', 'data science', 'quantitative research', 'artificial intelligence', 'machine learning', 'wellness', 'big data']","skill development, networking, data science, quantitative research, artificial intelligence, machine learning, wellness, big data"
AI/Machine Learning Engineer,Motiveminds Consulting,ML Engineer,Bengaluru,Hybrid,3-5 Yrs,3,5,4.0,Not disclosed,"Bachelors or Masters in Computer Science, Data Science, or related fieldPreferred Backg...","tensorflow, artificial intelligence, natural language processing, computer vision, python, machine learning, deep learning, scikit-learn",https://www.naukri.com/job-listings-ai-machine-learning-engineer-motiveminds-consulting-bengaluru-3-to-5-years-161025025640,"Bachelors or Masters in Computer Science, Data Science, or related fieldPreferred Backg... tensorflow, artificial intelligence, natural language processing, computer vision, python, machine learning, deep learning, scikit-learn",[],8,"['tensorflow', 'artificial intelligence', 'natural language processing', 'computer vision', 'python', 'machine learning', 'deep learning', 'scikit-learn']","tensorflow, artificial intelligence, natural language processing, computer vision, python, machine learning, deep learning, scikit-learn"
Machine Learning Engineer,Clifyx Technology,ML Engineer,Bengaluru,On-site,7-9 Yrs,7,9,8.0,Not disclosed,"Talent to have very good hands on experience in Machine learning, Pandas, Numpy hands o...","python, cnn, natural language processing, scikit-learn, neural networks, numpy, machine learning, artificial intelligence",https://www.naukri.com/job-listings-machine-learning-engineer-clifyx-technology-bengaluru-7-to-9-years-170225503987,"Talent to have very good hands on experience in Machine learning, Pandas, Numpy hands o... python, cnn, natural language processing, scikit-learn, neural networks, numpy, machine learning, artificial intelligence",[],8,"['python', 'cnn', 'natural language processing', 'scikit-learn', 'neural networks', 'numpy', 'machine learning', 'artificial intelligence']","python, cnn, natural language processing, scikit-learn, neural networks, numpy, machine learning, artificial intelligence"
Machine Learning Engineer - Bangalore - Hybrid,Hiring for reputed BPO,ML Engineer,Bengaluru,Hybrid,5-10 Yrs,5,10,7.5,20-30 Lacs PA,"Bachelors or Masters degree in Computer Science, Data Science, Engineering, or a relate...","machine learning, artificial intelligence, redis, mssql, rabbitmq, data science, pytorch, celery",https://www.naukri.com/job-listings-machine-learning-engineer-bangalore-hybrid-manthan-manpower-solutions-bengaluru-5-to-10-years-230126016855,"Bachelors or Masters degree in Computer Science, Data Science, Engineering, or a relate... machine learning, artificial intelligence, redis, mssql, rabbitmq, data science, pytorch, celery",[],8,"['machine learning', 'artificial intelligence', 'redis', 'mssql', 'rabbitmq', 'data science', 'pytorch', 'celery']","machine learning, artificial intelligence, redis, mssql, rabbitmq, data science, pytorch, celery"
Machine Learning Engineer,Covalensedigital,ML Engineer,Bengaluru,On-site,4-8 Yrs,4,8,6.0,Not disclosed,"This role focuses on the end-to-end design, development, and deployment of ML and Gen...","algorithms, python, cnn, natural language processing, neural networks, engineering, numpy, machine learning",https://www.naukri.com/job-listings-machine-learning-engineer-covalensedigital-bengaluru-4-to-8-years-300126502207,"This role focuses on the end-to-end design, development, and deployment of ML and Gen... algorithms, python, cnn, natural language processing, neural networks, engineering, numpy, machine learning",[],8,"['algorithms', 'python', 'cnn', 'natural language processing', 'neural networks', 'engineering', 'numpy', 'machine learning']","algorithms, python, cnn, natural language processing, neural networks, engineering, numpy, machine learning"
Cloud Machine Learning LLM Serving Staff engineer,Qualcomm,ML Engineer,Bengaluru,On-site,8-13 Yrs,8,13,10.5,Not disclosed,"Key Responsibilities     Analyze software requirements, determine the feasibility ...","llm, python, software development, natural language processing, soc, ai, machine learning, cloud",https://www.naukri.com/job-listings-cloud-machine-learning-llm-serving-staff-engineer-qualcomm-india-pvt-ltd-bengaluru-8-to-13-years-280126938476,"Key Responsibilities     Analyze software requirements, determine the feasibility ... llm, python, software development, natural language processing, soc, ai, machine learning, cloud",[],8,"['llm', 'python', 'software development', 'natural language processing', 'soc', 'ai', 'machine learning', 'cloud']","llm, python, software development, natural language processing, soc, ai, machine learning, cloud"
Machine Learning Engineer - Mumbai,Fortune Global 500 IT Services Firm,ML Engineer,Delhi / NCR,On-site,7-12 Yrs,7,12,9.5,Not disclosed,Educational Qualification : 15 years full time educationDesign and implement technology...,"machine learning, power bi, artificial intelligence, natural language processing, machine learning algorithms, computer vision, deep learning, machine",https://www.naukri.com/job-listings-machine-learning-engineer-mumbai-mount-talent-consulting-delhi-ncr-mumbai-all-areas-7-to-12-years-280126939215,"Educational Qualification : 15 years full time educationDesign and implement technology... machine learning, power bi, artificial intelligence, natural language processing, machine learning algorithms, computer vision, deep learning, machine",[],8,"['machine learning', 'power bi', 'artificial intelligence', 'natural language processing', 'machine learning algorithms', 'computer vision', 'deep learning', 'machine']","machine learning, power bi, artificial intelligence, natural language processing, machine learning algorithms, computer vision, deep learning, machine"
Machine Learning Engineer,Foosilz,ML Engineer,Bengaluru,On-site,2-5 Yrs,2,5,3.5,Not disclosed,"Bachelor s degree in computer science, data science, mathematics, or a related field At...","computer science, automation, data modeling, analytical, artificial intelligence, consulting, machine learning, linguistics",https://www.naukri.com/job-listings-machine-learning-engineer-foosilz-bengaluru-2-to-5-years-231024501600,"Bachelor s degree in computer science, data science, mathematics, or a related field At... computer science, automation, data modeling, analytical, artificial intelligence, consulting, machine learning, linguistics",[],8,"['computer science', 'automation', 'data modeling', 'analytical', 'artificial intelligence', 'consulting', 'machine learning', 'linguistics']","computer science, automation, data modeling, analytical, artificial intelligence, consulting, machine learning, linguistics"
